NDB_No,Descrip,Energy_kcal,Protein_g,Saturated_fats_g,Fat_g,Carb_g,Sugar_g,Calcium_mg,Iron_mg,Magnesium_mg,Phosphorus_mg,Potassium_mg,Sodium_mg,Zinc_mg,Diabetic_Friendly,bp,obesity
D002,bamboo shoot  tender ,16.252,1.33,0.04109,0.35,1.67,0.09,10.0,0.33,19.95,29.07,422.0,1.12,0.13,1,1,1
D003,bean scarlet  tender ,42.781,2.86,0.266,0.99,5.16,1.03,43.48,0.73,8.28,39.63,164.0,1.46,0.37,1,1,1
D004,bitter gourd  jagged  teeth ridges  elongate ,20.793,1.44,0.144,0.24,2.82,0.04,21.36,1.15,43.75,62.13,326.0,13.09,0.57,1,1,1
D005,bitter gourd  jagged  teeth ridges  short ,18.881,1.34,0.139,0.24,2.53,0.06,16.27,1.08,32.14,44.9,282.0,12.59,0.31,1,1,1
D006,bitter gourd  jagged  smooth ridges  elongate ,19.359,1.61,0.142,0.26,2.29,0.08,17.62,1.28,31.58,40.21,356.0,11.16,0.36,1,1,1
D007,bottle gourd  elongate  pale green ,10.994,0.53,0.04144,0.13,1.68,0.36,15.42,0.26,33.34,44.75,124.0,1.46,0.43,1,1,1
D008,bottle gourd  round  pale green ,13.623,0.42,0.04107,0.12,2.53,0.34,15.05,0.28,10.93,16.01,116.0,1.52,0.15,1,1,1
D009,bottle gourd  elongate  dark green ,12.906,0.49,0.04204,0.13,2.25,0.39,16.64,0.34,10.89,16.99,171.0,1.35,0.15,1,1,1
D010,brinjal-1,27.246,1.77,0.09453,0.39,3.49,0.88,22.17,0.49,12.9,26.86,302.0,3.15,0.18,1,1,1
D011,brinjal-2,23.661,1.82,0.08811,0.34,2.71,0.98,17.13,0.44,26.75,39.95,206.0,3.92,0.32,1,1,1
D012,brinjal-3,24.378,1.36,0.07234,0.33,3.38,0.93,14.58,0.34,29.56,44.65,192.0,3.12,0.23,1,1,1
D013,brinjal-4,23.9,1.51,0.06691,0.31,3.19,0.86,13.39,0.38,20.65,31.82,268.0,3.31,0.21,1,1,1
D014,brinjal-5,26.529,1.38,0.06924,0.29,4.02,0.99,17.03,0.36,25.36,33.13,227.0,4.03,0.2,1,1,1
D015,brinjal-6,23.183,1.46,0.07099,0.29,3.29,1.0,17.17,0.39,18.82,30.12,289.0,3.75,0.2,1,1,1
D016,brinjal-7,23.422,1.4,0.07172,0.37,3.1,1.38,19.95,0.27,15.26,29.58,238.0,3.45,0.16,1,1,1
D017,brinjal-8,27.963,1.82,0.06817,0.33,3.75,0.79,21.0,0.42,26.63,35.84,284.0,4.73,0.24,1,1,1
D018,brinjal-9,25.334,1.47,0.08049,0.35,3.52,0.91,18.79,0.38,26.23,35.71,224.0,3.08,0.23,1,1,1
D019,brinjal-10,27.724,1.68,0.066,0.25,4.08,0.86,15.59,0.41,22.11,37.36,252.0,4.35,0.23,1,1,1
D020,brinjal-11,25.095,1.43,0.06814,0.31,3.53,1.05,15.92,0.37,20.73,33.28,260.0,3.47,0.22,1,1,1
D021,brinjal-12,22.227,1.6,0.06852,0.27,2.73,1.22,19.85,0.37,19.26,37.81,259.0,3.88,0.25,1,1,1
D022,brinjal-13,29.636,1.49,0.08296,0.31,4.51,1.15,18.95,0.32,18,26.81,260.0,3.0,0.19,1,1,1
D023,brinjal-14,25.334,1.56,0.05914,0.35,3.27,0.88,14.43,0.32,19.19,30.07,246.0,3.71,0.19,1,1,1
D024,brinjal-15,27.246,1.58,0.06708,0.29,3.96,0.82,17.82,0.36,21.89,30.32,215.0,3.34,0.22,1,1,1
D025,brinjal-16,24.617,1.26,0.08365,0.34,3.46,0.99,18.33,0.32,17.06,29.86,294.0,3.22,0.19,1,1,1
D026,brinjal-17,21.749,1.18,0.08114,0.36,2.89,0.85,20.83,0.5,23.13,35.94,233.0,3.09,0.25,1,1,1
D027,brinjal-18,27.724,1.47,0.06918,0.33,4.1,1.44,16.24,0.38,15.48,28.03,208.0,3.63,0.18,1,1,1
D028,brinjal-19,23.9,1.26,0.05927,0.31,3.39,0.96,16.1,0.32,18.41,29.76,243.0,3.11,0.19,1,1,1
D029,brinjal-20,23.661,1.44,0.07991,0.34,3.15,0.76,14.36,0.33,18.51,31.21,239.0,3.58,0.2,1,1,1
D030,brinjal-21,27.007,1.36,0.08828,0.35,3.93,0.93,15.27,0.34,17.3,34.98,252.0,3.06,0.2,1,1,1
D031,brinjal - all varieties,25.334,1.48,0.07115,0.32,3.52,0.97,16.59,0.37,21,32.56,247.0,3.55,0.21,1,1,1
D032,broad beans,29.397,3.85,0.04262,0.15,2.11,1.22,64.37,0.94,40.18,67.97,362.0,20.74,0.61,1,1,1
D033,capsicum  green ,16.252,1.11,0.07703,0.34,1.84,0.86,14.75,0.48,11.84,23.0,154.0,1.84,0.15,1,1,1
D034,capsicum  red ,19.837,1.47,0.08639,0.47,2.14,0.93,15.76,0.38,19.57,30.81,224.0,1.7,0.34,1,1,1
D035,capsicum  yellow ,18.642,1.35,0.102,0.41,1.95,0.97,19.13,0.69,17.23,43.33,242.0,1.56,0.26,1,1,1
D036,cauliflower,22.944,2.15,0.117,0.44,2.03,0.47,25.16,0.96,23.08,47.33,329.0,30.72,0.31,1,1,1
D037,celery stalk,16.491,0.98,0.06276,0.24,2.33,0.75,38.73,1.36,17.12,44.84,298.0,10.68,0.18,1,1,1
D038,cho-cho-marrow,18.881,0.66,0.07612,0.15,3.47,0.76,18.64,0.48,13.05,21.61,120.0,1.28,0.1,1,1,1
D039,cluster beans,40.152,3.55,0.107,0.37,4.91,0.12,121.0,3.9,81.74,45.28,301.0,4.05,0.61,1,1,1
D040,colocasia  stem  black ,23.9,0.76,0.103,0.34,3.83,0.53,29.46,0.77,11.07,20.31,381.0,0.45,0.54,1,1,1
D041,colocasia  stem  green ,19.359,0.91,0.06753,0.22,2.86,0.25,40.21,0.55,19.56,30.73,414.0,0.6,0.2,1,1,1
D042,corn  baby ,73.134,2.69,0.211,1.33,11.66,0.49,76.51,1.45,25.47,8.69,260.0,1.4,1.13,1,1,1
D043,cucumber  green  elongate ,19.598,0.71,0.06417,0.16,3.48,0.27,16.39,0.46,20.38,28.34,183.0,6.33,0.17,1,1,1
D044,cucumber  green  short ,17.447,0.83,0.06777,0.18,2.82,0.21,19.25,0.59,18.48,29.74,198.0,6.11,0.19,1,1,1
D045,cucumber  orange  round ,19.598,0.98,0.0719,0.24,3.01,0.22,21.98,0.45,20.34,23.17,185.0,8.16,0.16,1,1,1
D046,drumstick,29.397,2.62,0.02905,0.12,3.76,1.47,33.3,0.73,38.1,52.87,419.0,22.38,0.31,1,1,1
D047,field beans  tender  broad ,30.831,3.06,0.182,0.64,2.75,0.95,70.57,1.95,50.88,73.3,345.0,14.14,0.64,1,1,1
D048,field beans  tender  lean ,33.46,3.71,0.175,0.6,2.85,0.76,58.59,1.48,47.42,76.54,314.0,12.76,0.63,1,1,1
D049,french beans  country ,24.378,2.49,0.07107,0.26,2.68,1.06,55.99,1.25,43.01,59.86,324.0,8.84,0.5,1,1,1
D050,french beans  hybrid ,22.227,2.12,0.0668,0.19,2.63,1.0,49.9,0.98,34.98,45.9,317.0,9.18,0.37,1,1,1
D051,jack fruit  raw ,26.29,1.98,0.04736,0.35,3.48,2.02,45.74,0.31,26.6,27.78,327.0,3.53,0.17,1,1,1
D052,jack fruit  seed  mature ,76.958,5.79,0.146,0.44,11.81,2.23,37.56,0.37,37.04,29.33,376.0,4.0,0.29,1,1,1
D053,knol - khol,16.013,1.58,0.0974,0.35,1.39,0.43,35.26,0.24,19.05,40.77,327.0,27.46,0.15,1,1,1
D054,kovai  big ,17.447,1.39,0.06884,0.24,2.01,0.98,34.39,0.38,19.6,36.9,198.0,1.53,0.18,1,1,1
D055,kovai  small ,19.12,1.22,0.07533,0.24,2.41,1.07,37.12,0.29,18.87,26.29,167.0,2.2,0.13,1,1,1
D056,ladies finger,27.485,2.08,0.06937,0.22,3.62,0.48,86.12,0.84,66.1,57.48,263.0,7.37,0.45,1,1,1
D057,mango  green  raw ,48.995,0.69,0.02728,0.08,10.59,2.42,27.0,0.4,17.54,14.92,147.0,33.15,0.09,1,1,1
D058,onion  stalk ,25.573,2.07,0.09208,0.26,2.99,0.41,31.12,3.09,66.71,28.53,312.0,15.52,0.99,1,1,1
D059,papaya  raw ,23.9,0.5,0.06915,0.23,4.4,3.63,22.72,0.2,15.03,24.11,173.0,7.55,0.08,1,1,1
D060,parwar,24.139,1.4,0.09593,0.3,3.54,0.37,30.76,0.5,24.59,33.81,117.0,2.29,0.23,1,1,1
D061,peas  fresh ,81.26,7.25,0.01901,0.13,11.88,0.97,28.24,1.58,40.11,55.95,249.0,3.66,1.09,1,1,1
D062,plantain  flower ,21.271,1.47,0.273,0.63,2.15,0.17,34.06,0.4,39.76,47.31,488.0,7.51,0.42,1,1,1
D063,plantain  green ,79.826,1.18,0.05713,0.23,17.58,0.86,13.8,0.34,35.64,31.69,402.0,18.57,0.23,1,1,1
D064,plantain  stem ,39.435,0.35,0.02745,0.16,8.64,0.65,11.24,0.26,32.82,16.31,373.0,23.17,0.14,1,1,1
D065,pumpkin  green  cylindrical ,24.617,0.87,0.05332,0.18,4.22,2.9,24.1,0.29,13.27,24.51,186.0,5.21,0.14,1,1,1
D066,pumpkin  orange  round ,23.183,0.84,0.04458,0.16,4.0,2.97,23.06,0.36,10.43,22.18,253.0,8.81,0.11,1,1,1
D067,red gram  tender  fresh ,124.28,8.09,0.211,0.92,19.46,0.55,58.58,1.18,56.95,141.0,616.0,2.54,1.1,1,1,1
D068,ridge gourd,13.145,0.91,0.05449,0.14,1.72,0.62,13.7,0.42,16.15,33.06,118.0,4.71,0.22,1,1,1
D069,ridge gourd  smooth skin ,15.296,0.98,0.04307,0.13,2.24,0.41,14.96,0.5,17.66,39.25,125.0,6.27,0.26,1,1,1
D070,snake gourd  long  pale green ,12.428,0.98,0.0949,0.25,1.27,0.42,24.6,0.32,18.7,23.27,100.0,7.07,0.14,1,1,1
D071,snake gourd  long  dark green ,11.95,0.89,0.09587,0.25,1.23,0.45,27.11,0.47,21.7,31.03,104.0,5.04,0.2,1,1,1
D072,snake gourd  short ,14.579,0.54,0.1,0.26,2.15,0.46,17.9,0.2,15.07,21.33,84.0,2.5,0.11,1,1,1
D073,tinda  tender ,13.862,1.02,0.04897,0.17,1.9,0.44,19.68,0.41,18.96,30.37,56.18,20.61,0.2,1,1,1
D074,tomato  green ,20.793,1.12,0.04691,0.27,3.18,0.83,8.49,0.42,13.57,22.5,225.0,13.11,0.16,1,1,1
D075,tomato  ripe  hybrid ,18.881,0.76,0.04765,0.25,3.2,1.82,8.9,0.22,11.86,15.45,167.0,11.86,0.11,1,1,1
D076,tomato  ripe  local ,19.598,0.9,0.07956,0.47,2.71,1.34,10.17,0.3,13.65,18.77,204.0,9.73,0.12,1,1,1
D077,zucchini  green ,20.076,1.1,0.119,0.51,2.33,0.14,17.26,0.52,15.41,21.38,178.0,0.4,0.29,1,1,1
D078,zucchini  yellow ,18.881,1.31,0.05692,0.44,2.2,0.29,20.98,0.34,10.82,32.03,131.0,0.39,0.27,1,1,1
E001,apple  big ,62.379,0.29,0.154,0.64,13.11,9.53,13.68,0.26,8.09,10.44,116.0,1.43,0.09,0,1,0
E002,apple  green ,51.146,0.46,0.116,0.5,10.65,8.39,6.53,0.2,5.42,7.48,94.55,1.47,0.08,0,1,0
E003,apple  small ,63.813,0.31,0.149,0.53,13.95,9.8,5.39,0.25,5.48,8.39,100.0,1.45,0.05,0,1,0
E004,apple  small  kashmir ,64.291,0.27,0.176,0.6,13.99,9.15,4.72,0.21,5.19,10.72,106.0,1.22,0.08,0,1,0
E005,apricot  dried ,315.719,3.17,0.2,0.74,72.63,25.72,28.57,2.5,14.04,72.02,285.0,3.94,0.41,0,1,0
E006,apricot  processed ,56.404,1.47,0.185,0.64,10.93,4.36,5.42,1.12,4.29,27.33,95.0,1.6,0.26,1,1,1
E007,avocado fruit,144.356,2.95,1.237,13.86,1.75,1.65,28.48,0.81,48.14,63.14,377.0,2.81,0.75,1,1,0
E008,bael fruit,135.991,2.63,0.19,0.57,28.21,16.35,47.95,0.23,34.1,37.29,409.0,1.56,0.14,0,1,0
E009,banana  ripe  montham ,110.657,1.25,0.11,0.32,24.95,14.9,6.77,0.4,30.22,20.85,362.0,1.25,0.15,0,1,0
E010,banana  ripe  poovam ,106.355,1.49,0.113,0.35,23.41,12.54,8.73,0.35,43.79,33.63,335.0,1.0,0.17,0,1,0
E011,banana  ripe  red ,111.613,1.29,0.106,0.29,25.21,14.57,9.56,0.24,31.44,23.27,313.0,1.11,0.09,0,1,0
E012,banana  ripe  robusta ,105.16,1.23,0.114,0.33,23.63,13.65,5.07,0.28,34.98,24.32,306.0,0.85,0.14,0,1,0
E013,black berry,54.253,0.92,0.195,0.63,10.64,7.61,23.81,0.63,30.9,20.08,205.0,1.21,0.11,0,1,0
E014,cherries  red ,59.75,1.49,0.125,0.46,11.87,10.72,23.88,0.36,14.37,25.31,165.0,1.64,0.12,0,1,0
E015,currants  black ,54.253,1.51,0.08333,0.53,9.93,6.33,40.32,1.36,16.66,78.8,283.0,1.45,0.21,0,1,0
E016,custard apple,98.946,1.62,0.138,0.67,20.38,13.35,28.2,0.42,38.47,40.81,278.0,3.11,0.22,0,1,0
E017,dates  dry  pale brown ,320.26,2.45,0.09703,0.35,74.91,66.63,71.2,3.2,73.79,73.02,804.0,3.27,0.7,0,1,0
E018,dates  dry  dark brown ,310.939,2.38,0.114,0.35,72.67,68.84,66.13,4.79,75.23,70.26,782.0,3.09,0.58,0,1,0
E019,dates  processed ,286.083,1.18,0.149,0.41,67.95,56.96,15.73,0.89,14.34,33.88,289.0,1.6,0.42,0,1,0
E020,fig,81.499,2.03,0.08944,0.37,16.28,8.64,78.52,0.69,26.18,21.62,231.0,2.37,0.22,0,1,0
E021,goosberry,23.661,0.34,0.03848,0.16,4.39,3.39,20.14,1.25,6.5,21.85,223.0,1.37,0.05,1,1,1
E022,grapes  seeded  round  black ,60.706,0.76,0.106,0.32,13.23,10.02,10.57,0.22,7.47,21.04,171.0,1.93,0.05,0,1,0
E023,grapes  seeded  round  green ,56.165,0.77,0.09242,0.29,12.19,9.59,11.16,0.24,6.87,19.5,166.0,1.89,0.05,0,1,0
E024,grapes  seeded  round  red ,58.316,0.95,0.09204,0.29,12.55,10.47,11.27,0.33,7.06,27.91,188.0,1.59,0.07,0,1,0
E025,grapes  seedless  oval  black ,94.405,1.41,0.04563,0.46,20.48,9.19,15.26,0.28,11.29,29.02,237.0,1.83,0.1,0,1,0
E026,grapes  seedless  round  green ,53.536,0.62,0.08711,0.26,11.81,9.6,14.22,0.24,8.43,20.27,168.0,1.81,0.05,0,1,0
E027,grapes  seedless  round  black ,89.386,1.24,0.129,0.35,19.86,10.88,18.75,0.39,10.8,26.68,235.0,1.92,0.09,0,1,0
E028,guava  white flesh ,32.265,1.44,0.0493,0.32,5.13,4.1,18.52,0.32,15.26,23.54,283.0,2.87,0.23,1,1,1
E029,guava  pink flesh ,46.605,1.19,0.02718,0.25,9.14,7.79,14.22,0.4,13.26,29.93,270.0,1.89,0.21,0,1,0
E030,jack fruit  ripe ,72.178,2.74,0.03766,0.15,14.01,12.21,35.03,0.36,31.84,23.02,279.0,1.62,0.17,0,1,0
E031,jambu fruit  ripe ,56.165,0.82,0.06649,0.17,12.3,6.84,25.36,0.33,27.97,9.6,103.0,2.64,0.06,0,1,0
E032,karonda fruit,33.699,1.15,0.06681,1.67,2.87,1.75,10.81,0.87,24.45,32.62,351.0,2.55,0.25,1,1,1
E033,lemon  juice ,36.567,0.41,0.202,0.75,6.97,2.59,22.68,0.12,8.9,9.86,113.0,1.21,0.08,1,1,1
E034,lime  sweet pulp ,27.246,0.76,0.0764,0.2,5.18,3.42,25.79,0.11,15.4,20.55,182.0,1.17,0.05,1,1,1
E035,litchi,53.775,0.99,0.09148,0.26,11.41,9.3,5.77,0.79,14.58,23.32,161.0,0.54,0.24,0,1,0
E036,mango  ripe  banganapalli ,41.825,0.54,0.17,0.55,8.18,7.77,15.77,0.51,13.35,11.07,144.0,1.34,0.12,0,1,0
E037,mango  ripe  gulabkhas ,49.951,0.52,0.18,0.53,10.32,8.13,19.33,0.38,11.53,10.66,115.0,1.39,0.06,0,1,0
E038,mango  ripe  himsagar ,44.693,0.46,0.174,0.54,9.03,8.06,15.54,0.29,12.07,12.25,137.0,1.31,0.12,0,1,0
E039,mango  ripe  kesar ,55.209,0.54,0.172,0.57,11.36,9.0,15.74,0.43,12.53,12.36,143.0,1.43,0.1,0,1,0
E040,mango  ripe  neelam ,42.542,0.68,0.178,0.55,8.21,7.94,11.36,0.36,10.1,11.63,137.0,1.2,0.07,0,1,0
E041,mango  ripe  paheri ,44.932,0.68,0.186,0.58,8.67,8.48,15.11,0.51,14.28,15.18,153.0,1.63,0.2,0,1,0
E042,mango  ripe  totapari ,59.272,0.41,0.175,0.49,12.75,9.24,13.34,0.28,12.55,9.87,160.0,1.32,0.08,0,1,0
E043,mangosteen,52.341,0.63,0.176,0.24,11.41,8.91,4.69,0.28,12,7.18,46.93,3.79,0.21,0,1,0
E044,manila tamarind,81.738,3.56,0.02781,1.14,13.54,12.13,8.51,0.71,32.98,73.53,376.0,1.35,0.56,0,1,0
E045,musk melon  orange flesh ,23.183,0.42,0.09294,0.35,4.24,2.99,9.8,0.18,11.62,17.28,206.0,14.94,0.09,1,1,1
E046,musk melon  yellow flesh ,27.724,0.53,0.079,0.26,5.4,2.36,9.02,0.21,9.81,13.09,196.0,15.78,0.09,1,1,1
E047,orange  pulp ,37.284,0.7,0.03711,0.13,7.92,6.86,19.52,0.81,11.05,12.9,164.0,1.47,0.04,0,1,0
E048,palm fruit  tender ,24.139,0.5,0.03336,0.12,4.92,0.19,0.0,0.0,0,0.0,158.0,1.25,0.05,1,1,1
E049,papaya  ripe ,23.9,0.42,0.05608,0.16,4.61,4.09,15.02,0.23,10.97,17.73,173.0,6.68,0.08,1,1,1
E050,peach,40.152,0.86,0.0239,0.37,7.82,6.95,6.98,0.35,8.06,19.08,281.0,1.15,0.1,0,1,0
E051,pear,37.523,0.36,0.07594,0.27,8.09,7.39,6.55,0.28,7.61,6.74,106.0,1.64,0.07,0,1,0
E052,phalsa,71.461,1.66,0.164,0.14,15.09,13.0,153.0,2.01,76.92,23.65,362.0,1.99,0.48,0,1,0
E053,pineapple,43.02,0.52,0.05109,0.16,9.42,8.56,10.88,0.28,12.68,13.56,143.0,1.43,0.1,0,1,0
E054,plum,56.882,0.64,0.02005,0.4,12.1,10.13,7.61,0.25,7.79,13.83,162.0,1.55,0.1,0,1,0
E055,pomegranate  maroon seeds ,54.731,1.33,0.0425,0.15,11.58,10.87,10.65,0.31,11.07,27.2,206.0,2.13,0.18,0,1,0
E056,pummelo,50.19,0.68,0.115,0.42,10.64,4.38,14.03,0.06,6.83,13.99,189.0,1.06,0.06,1,1,1
E057,raisins  dried  black ,305.681,2.57,0.06247,0.34,71.29,61.51,73.24,6.81,33.76,77.62,1105.0,10.99,0.22,0,1,0
E058,raisins  dried  golden ,296.599,2.76,0.121,0.35,68.79,57.12,51.83,4.26,28.32,93.3,913.0,10.16,0.25,0,1,0
E059,rambutan,73.134,0.68,0.144,0.16,16.84,15.8,8.67,0.37,21.38,6.98,131.0,1.75,0.53,0,1,0
E060,sapota,73.373,0.92,0.389,1.26,13.9,12.3,17.87,0.49,16.19,22.26,280.0,4.61,0.18,0,1,0
E061,soursop,62.14,0.74,0.135,0.94,11.94,9.83,10.05,0.29,17.7,25.83,264.0,6.78,0.12,0,1,0
E062,star fruit,26.29,0.79,0.02077,0.39,4.51,3.95,4.97,0.45,11.53,11.67,159.0,1.56,0.24,1,1,1
E063,strawberry,24.617,0.97,0.06621,0.56,3.4,3.56,15.28,0.36,15.53,26.31,140.0,1.19,0.14,1,1,1
E064,tamarind  pulp ,288.473,2.92,0.02726,0.15,67.35,52.88,149.0,9.16,82.73,113.0,836.0,24.92,0.58,0,1,0
E065,water melon  dark green ,20.315,0.6,0.0397,0.16,3.86,3.66,5.29,0.22,9.91,11.33,124.0,1.89,0.1,1,1,1
E066,water melon  pale green ,16.73,0.59,0.05033,0.16,3.02,3.0,4.35,0.16,7.42,8.09,126.0,1.62,0.07,1,1,1
E067,wood apple,78.153,3.14,0.877,3.62,7.52,3.81,55.71,0.45,23.7,84.32,347.0,1.48,0.31,1,1,1
E068,zizyphus,48.756,1.34,0.119,0.35,9.4,8.29,46.55,0.4,16.72,32.38,237.0,1.52,0.1,0,1,0
F001,beet root,35.611,1.95,0.03117,0.14,6.18,4.35,17.28,0.76,33.21,36.33,0.25,0.3,0.3,1,1,1
F002,carrot  orange ,33.221,0.95,0.08771,0.47,5.55,3.23,35.09,0.6,16.73,43.06,0.22,0.25,0.25,1,1,1
F003,carrot  red ,38.24,1.04,0.08891,0.47,6.71,3.96,41.06,0.71,18.83,25.81,0.29,0.34,0.34,1,1,1
F004,colocasia,88.908,3.31,0.04184,0.17,17.85,0.9,30.18,0.66,36.93,81.16,0.3,0.41,0.41,1,1,1
F005,lotus root,79.348,1.94,0.249,0.93,14.67,0.24,37.71,3.34,26.58,74.3,4.61,0.35,0.35,1,1,1
F006,potato  brown skin  big ,69.788,1.54,0.04356,0.23,14.89,0.32,9.52,0.57,24.07,43.42,0.75,0.28,0.28,1,1,1
F007,potato  brown skin  small ,60.945,1.35,0.04403,0.22,12.9,0.44,8.53,0.53,22.34,37.9,0.28,0.38,0.38,1,1,1
F008,potato  red skin ,73.134,1.83,0.03987,0.22,15.43,0.38,8.62,0.66,25.54,30.39,0.32,0.34,0.34,1,1,1
F009,radish  elongate  red skin ,32.026,0.67,0.04265,0.13,6.71,1.15,28.44,0.37,13.34,27.51,0.13,0.16,0.16,1,1,1
F010,radish  elongate  white skin ,32.265,0.77,0.04388,0.15,6.56,0.95,30.2,0.36,16.07,30.1,0.1,0.22,0.22,1,1,1
F011,radish  round  red skin ,31.07,0.89,0.04608,0.16,6.07,0.86,35.76,0.42,22.25,28.27,308.0,32.27,0.18,1,1,1
F012,radish  round  white skin ,30.831,0.8,0.04115,0.14,6.13,1.16,34.23,0.41,15.46,29.47,287.0,24.14,0.17,1,1,1
F013,sweet potato  brown skin ,108.984,1.33,0.0661,0.26,24.25,3.63,27.5,0.35,17.37,42.96,345.0,29.6,0.16,1,1,1
F014,sweet potato  pink skin ,108.028,1.27,0.101,0.33,23.93,4.03,28.93,0.51,21.05,37.6,329.0,29.04,0.14,1,1,1
F015,tapioca,79.826,1.03,0.0595,0.2,17.81,2.14,25.89,0.81,23.08,42.55,255.0,10.86,0.17,1,1,1
F016,water chestnut,95.6,0.86,0.08742,0.37,21.46,1.95,37.15,0.77,57.43,62.83,382.0,13.08,0.67,1,1,1
F017,yam  elephant ,84.367,2.56,0.03572,0.14,17.46,1.58,46.91,1.22,33.51,43.06,501.0,14.33,0.26,1,1,1
F018,yam  ordinary ,83.411,2.18,0.04263,0.17,17.65,1.15,16.19,0.77,30.4,49.46,463.0,15.28,0.33,1,1,1
F019,yam  wild ,102.77,3.07,0.07951,0.3,20.95,1.54,44.13,1.04,31.75,55.94,654.0,12.8,0.31,1,1,1
G001,chillies  green-1 ,45.649,2.62,0.126,0.73,6.32,0.71,24.1,1.46,34.72,62.16,431.0,3.32,0.31,1,1,1
G002,chillies  green-2 ,39.913,2.28,0.131,0.75,5.27,1.05,16.86,1.24,27.54,51.72,321.0,2.47,0.26,1,1,1
G003,chillies  green-3 ,40.391,2.38,0.133,0.75,5.23,0.54,18.04,1.25,29.9,50.24,317.0,2.56,0.27,1,1,1
G004,chillies  green-4 ,45.41,2.33,0.148,0.74,6.63,0.62,15.87,1.08,29.74,42.79,318.0,1.94,0.28,1,1,1
G005,chillies  green-5 ,43.02,2.01,0.109,0.65,6.64,0.46,15.31,0.93,23.96,44.35,317.0,2.19,0.31,1,1,1
G006,chillies  green-6 ,41.825,3.01,0.121,0.64,5.31,0.59,24.82,0.75,34.8,56.05,340.0,2.43,0.29,1,1,1
G007,chillies  green-7 ,38.957,2.12,0.102,0.6,5.61,0.73,16.85,1.23,26.71,45.58,319.0,2.0,0.17,1,1,1
G008,chillies  green - all varieties ,42.303,2.36,0.129,0.72,5.86,0.67,18.45,1.2,29.51,50.91,341.0,2.5,0.27,1,1,1
G009,coriander leaves,31.07,3.52,0.228,0.7,1.93,0.17,146.0,5.3,72.68,64.69,546.0,37.0,0.68,1,1,1
G010,curry leaves,63.574,7.41,0.267,1.06,4.51,0.6,659.0,8.67,182,83.29,584.0,18.66,1.18,1,1,1
G011,garlic  big clove ,123.802,6.92,0.03352,0.16,21.93,5.97,20.08,1.05,27.08,119.0,430.0,9.42,0.89,0,1,0
G012,garlic  small clove ,122.846,6.75,0.03263,0.14,21.84,4.84,17.63,0.88,25.78,116.0,453.0,10.56,0.81,1,1,1
G013,garlic  single clove  kashmir ,124.997,6.12,0.03476,0.16,23.46,3.73,19.0,1.01,41.13,128.0,584.0,8.87,0.66,1,1,1
G014,ginger  fresh ,54.97,2.22,0.231,0.85,8.97,1.31,18.88,1.9,54.66,44.36,407.0,10.03,0.39,1,1,1
G015,mango ginger,42.303,1.45,0.177,0.7,6.98,2.42,13.74,2.31,36.86,68.33,384.0,5.51,0.47,1,1,1
G016,mint leaves,37.045,4.66,0.125,0.65,2.39,0.08,205.0,8.56,110,65.25,539.0,16.87,0.75,1,1,1
G017,onion  big ,48.039,1.5,0.06081,0.24,9.56,5.88,21.03,0.43,17.96,32.34,171.0,5.5,0.35,0,1,0
G018,onion  small ,56.643,1.82,0.04101,0.16,11.58,5.62,19.92,0.53,15.16,39.65,160.0,4.06,0.24,0,1,0
G019,asafoetida,331.493,6.34,0.242,1.26,71.95,0.93,266.0,15.68,96.4,69.09,245.0,16.04,0.98,0,1,0
G020,cardamom  green ,255.013,8.1,0.624,2.6,47.76,4.28,378.0,8.33,330,132.0,1262.0,15.51,3.71,0,1,0
G021,cardamom  black ,270.548,6.69,0.493,2.8,52.53,2.3,312.0,7.94,286,117.0,1331.0,16.25,4.75,0,1,0
G022,chillies  red ,236.61,12.69,1.141,6.4,29.46,4.7,99.83,6.23,231,280.0,2245.0,19.45,1.66,1,1,0
G023,cloves,186.659,5.86,2.679,8.41,18.73,2.1,567.0,9.41,334,83.1,1434.0,183.0,1.13,1,1,1
G024,coriander seeds,268.875,10.66,0.952,17.47,12.98,2.38,718.0,17.64,343,293.0,1473.0,34.41,3.91,1,1,0
G025,cumin seeds,304.486,13.91,0.619,16.64,22.62,1.38,878.0,20.58,442,382.0,1886.0,125.0,4.29,1,1,0
G026,fenugreek seeds,234.937,25.41,0.77,5.72,10.57,0.55,135.0,8.47,167,435.0,891.0,40.2,3.8,1,1,0
G027,mace,355.632,6.24,9.304,24.41,26.51,0.85,174.0,22.69,207,110.0,623.0,27.17,1.16,1,1,0
G028,nutmeg,463.66,6.3,3.359,36.52,27.64,1.08,148.0,2.33,212,207.0,474.0,14.31,1.45,1,1,0
G029,omum,357.305,15.89,1.112,21.11,24.53,2.76,1034.0,13.65,273,329.0,1692.0,28.58,5.67,1,1,0
G030,pippali,216.534,10.53,0.602,2.27,35.7,2.75,414.0,7.99,189,181.0,1852.0,16.28,1.52,0,1,0
G031,pepper  black ,217.49,10.12,0.654,2.74,36.22,0.32,405.0,11.91,196,144.0,1487.0,24.08,1.24,0,1,0
G032,poppy seeds,422.552,20.31,2.074,30.38,12.37,1.85,1372.0,10.13,393,804.0,646.0,25.35,6.38,1,1,0
G033,turmeric powder,280.586,7.66,1.634,5.03,49.22,1.23,122.0,46.08,260,276.0,2374.0,24.41,2.64,0,1,0
